"","time","number","diam","LDSA","surface","mass","A1","A2","idiff","HV","EM1","EM2","DV","T","RH","P","flow","bat","Ipump","error","PWMpump","Part_time"
"16390",3367,6499,33,11.76,52.15,0.98,1.897,0.667,0,275,-2.31,-0.93,362,23,51,1025.6,0.5,3.96,15.08,0,53,2023-10-05 11:55:57
"16391",3368,6829,31,11.2,45.58,0.78,1.806,0.569,2.03,3575,3.12,1.12,361,23,50,1025.6,0.501,3.96,15.12,0,53,2023-10-05 11:55:58
"16392",3369,6665,31,11.05,45.42,0.78,1.782,0.569,0,275,-2.12,-0.69,361,23,50,1025.5,0.5,3.96,15.48,0,53,2023-10-05 11:55:59
"16393",3370,7595,29,11.6,44.37,0.71,1.87,0.541,1.97,3575,3.05,1.43,361,23,50,1025.5,0.5,3.95,15.6,0,53,2023-10-05 11:56:00
"16394",3371,8821,25,11.68,39.49,0.55,1.884,0.436,0,275,-2.55,-0.56,362,23,51,1025.5,0.499,3.95,15.48,0,53,2023-10-05 11:56:01
"16395",3372,7146,29,10.94,41.94,0.67,1.764,0.512,2.02,3575,3.12,1.18,362,23,51,1025.6,0.5,3.95,15.36,0,53,2023-10-05 11:56:02
"16396",3373,5630,36,11.07,52.77,1.07,1.786,0.684,0,276,-2.24,-0.87,362,23,51,1025.6,0.5,3.96,15.04,0,53,2023-10-05 11:56:03
"16397",3374,5908,35,11.27,52.3,1.03,1.817,0.675,2,3572,3.49,1.31,362,23,51,1025.6,0.5,3.95,15.52,0,53,2023-10-05 11:56:04
"16398",3375,7007,30,11.27,45.11,0.76,1.818,0.56,0.01,275,-2.37,-0.81,361,23,51,1025.8,0.5,3.96,15.44,0,53,2023-10-05 11:56:05
"16399",3376,7644,29,11.77,45.36,0.73,1.898,0.555,1.98,3574,3.55,1.18,362,23,51,1025.8,0.5,3.95,15.24,0,53,2023-10-05 11:56:06
"16400",3377,8136,27,11.78,43.02,0.65,1.9,0.514,0,275,-2.37,-1.18,362,23,50,1025.8,0.5,3.96,15,0,53,2023-10-05 11:56:07
"16401",3378,6980,30,11.16,44.42,0.74,1.8,0.55,2.02,3574,3.12,1.12,362,23,50,1025.6,0.5,3.95,15.32,0,53,2023-10-05 11:56:08
"16402",3379,6739,31,11.22,46.31,0.8,1.81,0.581,0,272,-2.43,-0.93,361,23,50,1025.6,0.5,3.96,15.48,0,53,2023-10-05 11:56:09
"16403",3380,8242,26,11.58,41.22,0.61,1.868,0.487,1.97,3574,3.55,1.06,362,23.1,51,1025.6,0.5,3.95,15.72,0,53,2023-10-05 11:56:10
"16404",3381,6850,31,11.41,47.07,0.82,1.84,0.59,0,273,-2.31,-0.75,361,23.1,51,1025.5,0.5,3.96,15.52,0,53,2023-10-05 11:56:11
"16405",3382,5830,35,11.2,52.32,1.04,1.807,0.676,2.02,3574,3.49,1.12,362,23.1,51,1025.5,0.5,3.95,15.56,0,53,2023-10-05 11:56:12
"16406",3383,5986,35,11.38,52.7,1.03,1.836,0.68,0,276,-2.55,-0.81,361,23.1,51,1025.5,0.5,3.96,14.96,0,53,2023-10-05 11:56:13
"16407",3384,6170,33,11.04,48.46,0.9,1.78,0.618,1.96,3574,3.18,1.37,362,23.1,51,1025.6,0.5,3.96,15.24,0,53,2023-10-05 11:56:14
"16408",3385,5991,32,10.23,43.15,0.77,1.65,0.545,0,273,-2.37,-0.62,361,23.1,51,1025.6,0.5,3.96,15.16,0,53,2023-10-05 11:56:15
"16409",3386,6280,31,10.57,43.98,0.77,1.704,0.553,1.97,3574,3.36,1.25,362,23,51,1025.6,0.5,3.95,15.44,0,53,2023-10-05 11:56:16
"16410",3387,6790,31,11.44,47.64,0.83,1.845,0.599,0,273,-2.12,-0.81,362,23,51,1025.6,0.5,3.96,15.64,0,53,2023-10-05 11:56:17
"16411",3388,7463,29,11.65,45.45,0.74,1.879,0.559,2,3574,3.18,1.18,362,23,51,1025.6,0.5,3.95,15.44,0,53,2023-10-05 11:56:18
"16412",3389,7407,29,11.65,45.72,0.75,1.879,0.563,0,273,-2.18,-0.81,362,23.1,51,1025.6,0.5,3.95,15.32,0,53,2023-10-05 11:56:19
"16413",3390,6996,31,11.7,48.41,0.84,1.886,0.607,2,3575,3.37,1.18,362,23.1,51,1025.7,0.5,3.95,15.08,0,53,2023-10-05 11:56:20
"16414",3391,7275,31,12.28,51.22,0.9,1.98,0.644,0,272,-2.74,-0.75,362,23.1,51,1025.7,0.5,3.96,15.4,0,53,2023-10-05 11:56:21
"16415",3392,7481,31,12.45,51.34,0.89,2.008,0.643,2,3576,3.43,1.31,363,23,51,1025.7,0.5,3.95,15.6,0,53,2023-10-05 11:56:22
"16416",3393,6467,33,11.41,49.48,0.91,1.84,0.629,0,269,-2.62,-0.75,362,23,51,1025.7,0.499,3.96,15.4,0,53,2023-10-05 11:56:23
"16417",3394,5722,36,11.25,53.65,1.09,1.815,0.696,2,3574,3.24,1.31,360,23,51,1025.7,0.5,3.95,15.28,0,53,2023-10-05 11:56:24
"16418",3395,6821,33,12.25,53.94,1,1.975,0.689,0,275,-2.37,-0.81,361,23,51,1025.7,0.5,3.96,15.08,0,53,2023-10-05 11:56:25
"16419",3396,6730,34,12.42,56.06,1.07,2.004,0.72,2,3576,3.12,1.43,361,23,51,1025.6,0.5,3.95,15.44,0,53,2023-10-05 11:56:26
"16420",3397,6373,35,11.91,54.35,1.05,1.922,0.699,0,273,-2.43,-0.87,362,23,51,1025.6,0.499,3.96,15.56,0,53,2023-10-05 11:56:27
"16421",3398,7514,29,11.55,44.45,0.71,1.863,0.544,2.01,3575,2.99,1.06,362,23.1,50,1025.6,0.5,3.95,15.56,0,53,2023-10-05 11:56:28
"16422",3399,6925,30,11.2,45.06,0.76,1.807,0.56,0,271,-2.31,-0.62,362,23.1,50,1025.5,0.501,3.96,15.24,0,53,2023-10-05 11:56:29
"16423",3400,6534,33,11.73,51.64,0.96,1.891,0.659,2,3574,3.86,1.31,362,23.1,50,1025.5,0.5,3.95,15.08,0,53,2023-10-05 11:56:30
"16424",3401,6139,35,11.78,54.97,1.09,1.9,0.71,0,272,-2.24,-0.69,362,23,50,1025.5,0.5,3.96,15.2,0,53,2023-10-05 11:56:31
"16425",3402,6859,31,11.55,48.13,0.84,1.863,0.605,1.97,3574,3.3,1.31,362,23,50,1025.6,0.5,3.95,15.64,0,53,2023-10-05 11:56:32
"16426",3403,7476,29,11.72,45.91,0.75,1.891,0.565,0.01,273,-2.18,-0.87,362,23,50,1025.6,0.499,3.96,15.56,0,53,2023-10-05 11:56:33
"16427",3404,6769,32,11.83,50.88,0.92,1.908,0.646,2.01,3575,3.8,1.18,362,23,50,1025.6,0.5,3.95,15.08,0,53,2023-10-05 11:56:34
"16428",3405,6439,34,11.9,53.77,1.03,1.92,0.69,0,275,-2.55,-0.93,362,23,50,1025.8,0.5,3.96,15.24,0,53,2023-10-05 11:56:35
"16429",3406,5937,37,11.94,58,1.2,1.925,0.754,1.99,3575,3.61,1.25,360,23,50,1025.8,0.5,3.95,15.12,0,53,2023-10-05 11:56:36
"16430",3407,7123,31,11.97,49.75,0.87,1.93,0.625,0,273,-2.62,-0.87,362,23.1,50,1025.8,0.5,3.96,15.36,0,53,2023-10-05 11:56:37
"16431",3408,7248,30,11.59,46.16,0.77,1.869,0.572,2,3572,3.37,1.06,362,23.1,50,1025.4,0.5,3.95,15.48,0,53,2023-10-05 11:56:38
"16432",3409,7408,30,11.95,47.93,0.81,1.927,0.595,0,273,-2.24,-1,362,23.1,50,1025.4,0.5,3.96,15,0,53,2023-10-05 11:56:39
"16433",3410,8300,28,12.37,46.37,0.72,1.996,0.561,1.98,3572,3.68,1.25,362,23.1,51,1025.4,0.5,3.95,15.08,0,53,2023-10-05 11:56:40
"16434",3411,7480,30,12.17,49.18,0.83,1.962,0.612,0,275,-2.31,-0.69,362,23.1,51,1025.5,0.5,3.96,15.4,0,53,2023-10-05 11:56:41
"16435",3412,7358,31,12.28,50.74,0.88,1.98,0.636,2.01,3574,3.55,1.31,361,23.1,51,1025.5,0.5,3.95,15.36,0,53,2023-10-05 11:56:42
"16436",3413,6497,34,11.91,53.43,1.01,1.921,0.685,0,271,-2.49,-0.93,362,23,50,1025.5,0.5,3.96,15.4,0,53,2023-10-05 11:56:43
"16437",3414,5995,38,12.46,62.29,1.33,2.009,0.813,2,3571,3.68,1.25,361,23,50,1025.6,0.5,3.95,15.08,0,53,2023-10-05 11:56:44
"16438",3415,6619,36,13.02,62.07,1.26,2.1,0.805,0.02,273,-2.43,-1.37,361,23,50,1025.6,0.5,3.96,15.04,0,53,2023-10-05 11:56:45
"16439",3416,7685,30,12.43,50.03,0.84,2.006,0.622,2.04,3575,3.74,1.31,361,23.1,50,1025.6,0.5,3.95,15.52,0,53,2023-10-05 11:56:46
"16440",3417,8070,29,12.71,49.98,0.82,2.05,0.616,0,273,-2.68,-0.87,360,23.1,50,1025.5,0.5,3.96,15.44,0,53,2023-10-05 11:56:47
"16441",3418,6816,35,13.03,60.59,1.19,2.101,0.782,2,3575,3.43,1.37,362,23.1,50,1025.5,0.5,3.95,15.24,0,53,2023-10-05 11:56:48
"16442",3419,6801,36,13.19,62.14,1.24,2.128,0.804,0,275,-2.18,-1.12,362,23.1,50,1025.5,0.5,3.96,14.96,0,52,2023-10-05 11:56:49
"16443",3420,7088,33,12.71,55.88,1.04,2.049,0.713,2.01,3576,3.18,1.37,362,23.1,50,1025.5,0.5,3.94,15.12,0,52,2023-10-05 11:56:50
"16444",3421,6793,33,12.09,52.88,0.98,1.951,0.674,0,275,-2.55,-0.75,361,23.1,50,1025.5,0.5,3.95,15.28,0,53,2023-10-05 11:56:51
"16445",3422,6813,34,12.45,55.69,1.05,2.008,0.713,2.01,3574,3.55,1.25,362,23.1,50,1025.5,0.5,3.95,15.6,0,53,2023-10-05 11:56:52
"16446",3423,7016,34,12.73,56.61,1.06,2.054,0.724,0,272,-2.55,-0.93,362,23.1,50,1025.5,0.5,3.96,15.72,0,53,2023-10-05 11:56:53
"16447",3424,7027,32,11.92,49.98,0.88,1.923,0.63,2.04,3576,3.3,1.18,362,23.1,50,1025.5,0.5,3.95,15.36,0,53,2023-10-05 11:56:54
"16448",3425,6988,30,11.33,45.67,0.77,1.827,0.568,0,275,-2.74,-0.81,362,23.1,50,1025.5,0.5,3.98,15.08,0,53,2023-10-05 11:56:55
"16449",3426,7706,29,11.95,46.31,0.75,1.927,0.568,2.01,3575,3.37,1.18,362,23.1,50,1025.5,0.5,3.96,14.92,0,53,2023-10-05 11:56:56
"16450",3427,7652,29,11.76,45.22,0.73,1.896,0.553,0,277,-2.37,-1.12,361,23.1,50,1025.5,0.5,3.96,15.08,0,53,2023-10-05 11:56:57
"16451",3428,7586,29,11.84,46.16,0.75,1.909,0.567,2.02,3572,3.68,1.18,362,23,50,1025.5,0.499,3.95,15.52,0,53,2023-10-05 11:56:58
"16452",3429,8122,29,12.63,49.08,0.8,2.037,0.603,0,275,-2.62,-0.75,362,23,50,1025.4,0.499,3.96,15.44,0,53,2023-10-05 11:56:59
"16453",3430,8227,30,13.08,51.85,0.86,2.11,0.641,1.96,3572,3.3,1.12,362,23,50,1025.4,0.5,3.95,15.64,0,53,2023-10-05 11:57:00
"16454",3431,6959,33,12.56,55.6,1.04,2.026,0.711,0,272,-2.43,-0.87,362,23,50,1025.4,0.5,3.95,15.24,0,53,2023-10-05 11:57:01
"16455",3432,6793,32,11.66,49.37,0.88,1.88,0.624,2,3572,3.36,1.31,362,23,50,1025.6,0.5,3.95,15.16,0,53,2023-10-05 11:57:02
"16456",3433,7956,29,12.33,47.76,0.77,1.988,0.586,0,273,-2.37,-1,361,23,50,1025.6,0.5,3.96,15.12,0,53,2023-10-05 11:57:03
"16457",3434,8689,28,12.86,47.92,0.74,2.075,0.578,2,3575,3.3,1.18,361,23,50,1025.6,0.5,3.95,15.16,0,53,2023-10-05 11:57:04
"16458",3435,8294,27,12.1,44.49,0.68,1.952,0.534,0,272,-2.62,-0.69,362,23,50,1025.5,0.5,3.96,15.2,0,53,2023-10-05 11:57:05
"16459",3436,6208,33,11.2,49.55,0.93,1.807,0.633,2.01,3574,3.55,1.18,362,23,50,1025.5,0.5,3.95,15.44,0,53,2023-10-05 11:57:06
"16460",3437,6180,34,11.52,52.4,1.01,1.858,0.674,0,273,-2.62,-0.93,361,23.1,50,1025.5,0.5,3.96,15.4,0,53,2023-10-05 11:57:07
"16461",3438,7846,30,12.54,49.93,0.83,2.023,0.618,2,3574,3.12,1.18,362,23.1,50,1025.5,0.5,3.95,15.52,0,53,2023-10-05 11:57:08
"16462",3439,8308,29,12.98,50.63,0.83,2.093,0.623,0,273,-2.37,-0.81,362,23.1,50,1025.5,0.5,3.96,15.4,0,53,2023-10-05 11:57:09
"16463",3440,6849,33,12.21,53.43,0.99,1.969,0.681,2.02,3575,3.43,1.18,361,23.1,51,1025.5,0.5,3.95,15.24,0,53,2023-10-05 11:57:10
"16464",3441,5712,38,11.87,59.39,1.27,1.915,0.775,0,273,-2.49,-1.12,362,23.1,51,1025.4,0.5,3.96,15.08,0,53,2023-10-05 11:57:11
"16465",3442,6247,36,12.35,59.12,1.2,1.991,0.767,2.04,3575,3.68,1.56,362,23.1,51,1025.4,0.5,3.95,15,0,53,2023-10-05 11:57:12
"16466",3443,7000,33,12.37,53.74,0.98,1.995,0.684,0,272,-2.37,-0.87,362,23.1,50,1025.4,0.5,3.96,15.16,0,53,2023-10-05 11:57:13
"16467",3444,7566,31,12.45,50.84,0.87,2.008,0.635,2.01,3575,3.86,1.43,362,23.1,50,1025.5,0.5,3.95,15.4,0,53,2023-10-05 11:57:14
"16468",3445,7518,32,13.01,55.52,1,2.099,0.703,0,275,-2.74,-0.87,361,23.1,50,1025.5,0.5,3.96,15.44,0,53,2023-10-05 11:57:15
"16469",3446,7300,34,13.32,59.46,1.12,2.148,0.761,1.97,3574,3.74,1.31,362,23,50,1025.5,0.5,3.95,15.52,0,53,2023-10-05 11:57:16
"16470",3447,7512,32,13,55.46,1,2.097,0.702,0,273,-2.55,-1.06,362,23,50,1025.4,0.5,3.96,15.6,0,53,2023-10-05 11:57:17
"16471",3448,7713,31,12.88,53.24,0.92,2.077,0.668,2.01,3575,3.8,1.43,361,23,50,1025.4,0.5,3.95,15.44,0,53,2023-10-05 11:57:18
"16472",3449,7158,33,12.96,57.53,1.08,2.091,0.736,0,275,-2.87,-0.81,361,23,50,1025.4,0.5,3.96,15.08,0,53,2023-10-05 11:57:19
"16473",3450,6540,36,12.75,60.28,1.21,2.056,0.781,1.97,3576,3.99,1.5,362,23,50,1025.6,0.5,3.95,15.16,0,53,2023-10-05 11:57:20
"16474",3451,6966,33,12.31,53.46,0.98,1.985,0.68,0,272,-2.68,-0.93,362,23,50,1025.6,0.5,3.96,15,0,53,2023-10-05 11:57:21
"16475",3452,6955,32,11.87,50.03,0.89,1.915,0.631,2.03,3575,3.86,1.37,362,23.1,50,1025.6,0.5,3.95,15.2,0,53,2023-10-05 11:57:22
"16476",3453,7016,32,12.22,52.41,0.95,1.971,0.664,0,269,-2.74,-0.93,362,23.1,50,1025.6,0.5,3.96,15.32,0,53,2023-10-05 11:57:23
"16477",3454,8205,30,13.05,51.72,0.86,2.105,0.64,2,3575,3.37,1.37,361,23.1,50,1025.6,0.5,3.95,15.52,0,53,2023-10-05 11:57:24
"16478",3455,8268,29,12.88,50.11,0.82,2.077,0.616,0,272,-2.37,-0.75,362,23.1,50,1025.6,0.5,3.96,15.4,0,53,2023-10-05 11:57:25
"16479",3456,7120,33,12.54,54.28,0.99,2.022,0.69,2,3575,3.49,1.12,362,23.1,50,1025.6,0.5,3.95,15.48,0,53,2023-10-05 11:57:26
"16480",3457,6722,33,12.16,53.95,1.01,1.962,0.69,0,275,-2.55,-0.93,362,23.1,50,1025.6,0.5,3.96,15.28,0,53,2023-10-05 11:57:27
"16481",3458,6712,35,12.55,57.27,1.11,2.024,0.737,1.99,3572,3.36,1.31,362,23,50,1025.6,0.5,3.95,15.4,0,53,2023-10-05 11:57:28
"16482",3459,6704,35,12.61,57.8,1.12,2.033,0.744,0,271,-2.37,-0.93,361,23,50,1025.6,0.5,3.96,14.96,0,53,2023-10-05 11:57:29
"16483",3460,6512,34,12.11,55.02,1.06,1.954,0.707,2,3578,3.55,1.37,362,23,50,1025.6,0.5,3.95,15.32,0,53,2023-10-05 11:57:30
"16484",3461,6705,34,12.48,56.69,1.09,2.012,0.729,0,275,-2.37,-0.93,362,23.1,50,1025.6,0.5,3.96,15.36,0,53,2023-10-05 11:57:31
"16485",3462,6941,33,12.19,52.65,0.96,1.966,0.669,1.97,3574,3.99,1.74,361,23.1,50,1025.5,0.5,3.95,15.4,0,53,2023-10-05 11:57:32
"16486",3463,7206,32,12.4,52.62,0.94,2,0.665,0,273,-2.31,-0.81,361,23.1,50,1025.5,0.5,3.95,15.28,0,53,2023-10-05 11:57:33
"16487",3464,6959,32,12.12,51.99,0.94,1.955,0.659,1.97,3575,3.18,1.18,362,23.1,50,1025.5,0.5,3.95,15.36,0,53,2023-10-05 11:57:34
"16488",3465,6520,33,11.78,52.14,0.98,1.9,0.666,0,275,-2.68,-0.87,361,23.1,50,1025.5,0.501,3.96,15.12,0,53,2023-10-05 11:57:35
"16489",3466,6914,33,12.36,54.25,1,1.994,0.692,2.04,3575,3.24,1.18,362,23.1,50,1025.5,0.5,3.95,15.2,0,53,2023-10-05 11:57:36
"16490",3467,6446,35,12.18,56.07,1.09,1.964,0.723,0,276,-2.31,-1,362,23.1,50,1025.5,0.5,3.96,15.44,0,53,2023-10-05 11:57:37
"16491",3468,6500,34,12.09,54.88,1.05,1.949,0.705,2.02,3576,3.43,1.31,362,23.1,50,1025.4,0.5,3.95,15.56,0,53,2023-10-05 11:57:38
"16492",3469,7304,32,12.49,52.76,0.94,2.015,0.666,0,273,-2.55,-1,362,23.1,50,1025.4,0.499,3.96,15.36,0,53,2023-10-05 11:57:39
"16493",3470,8726,29,13.31,50.86,0.81,2.146,0.62,1.98,3574,3.3,1.25,362,23.1,51,1025.4,0.5,3.95,15.12,0,53,2023-10-05 11:57:40
"16494",3471,9007,27,13.13,48.23,0.74,2.117,0.578,0,273,-2.49,-0.81,362,23.1,51,1025.5,0.5,3.96,15.04,0,53,2023-10-05 11:57:41
"16495",3472,7671,31,12.63,51.63,0.89,2.038,0.645,2.01,3572,3.55,1.43,361,23.1,51,1025.5,0.5,3.95,15.36,0,53,2023-10-05 11:57:42
"16496",3473,7848,30,12.77,51.6,0.87,2.059,0.643,0,273,-2.49,-0.87,361,23.1,50,1025.5,0.5,3.96,15.48,0,53,2023-10-05 11:57:43
"16497",3474,7236,31,12.04,49.66,0.86,1.942,0.622,1.99,3575,3.55,1.18,362,23.1,50,1025.7,0.5,3.95,15.76,0,53,2023-10-05 11:57:44
"16498",3475,7170,32,12.44,53.18,0.96,2.006,0.674,0,272,-2.24,-1,362,23.1,50,1025.7,0.5,3.95,15.48,0,53,2023-10-05 11:57:45
"16499",3476,8304,29,13.06,51.27,0.84,2.107,0.632,2,3572,3.55,1.31,362,23.1,50,1025.7,0.5,3.95,15.36,0,53,2023-10-05 11:57:46
"16500",3477,7674,30,12.17,48.11,0.8,1.963,0.594,0,275,-2.37,-0.62,362,23.1,50,1025.6,0.5,3.96,15.12,0,53,2023-10-05 11:57:47
"16501",3478,6305,33,11.31,49.76,0.92,1.824,0.635,2,3575,3.61,1.06,361,23.1,50,1025.6,0.5,3.95,15.32,0,53,2023-10-05 11:57:48
"16502",3479,6756,32,11.49,48.24,0.85,1.852,0.608,0,273,-2.68,-0.62,362,23.1,50,1025.6,0.5,3.96,15.36,0,53,2023-10-05 11:57:49
"16503",3480,7078,31,11.69,47.89,0.82,1.886,0.599,2.01,3578,3.99,1.06,361,23.1,50,1025.5,0.5,3.95,15.4,0,53,2023-10-05 11:57:50
"16504",3481,6515,34,11.97,53.82,1.02,1.931,0.69,0,272,-2.31,-0.81,362,23.1,50,1025.5,0.5,3.96,15.56,0,53,2023-10-05 11:57:51
"16505",3482,7172,32,12.38,52.69,0.94,1.997,0.667,2,3574,3.3,1.5,362,23,50,1025.5,0.5,3.95,15.44,0,53,2023-10-05 11:57:52
"16506",3483,8040,29,12.28,46.97,0.75,1.98,0.573,0,273,-2.49,-0.75,362,23,50,1025.5,0.5,3.96,15.32,0,53,2023-10-05 11:57:53
"16507",3484,8125,29,12.8,50.29,0.83,2.064,0.62,1.99,3576,4.05,1.37,362,23,50,1025.5,0.5,3.96,15.04,0,53,2023-10-05 11:57:54
"16508",3485,8050,29,12.71,50.03,0.82,2.049,0.617,0,273,-2.55,-0.81,361,23,50,1025.5,0.5,3.95,15,0,53,2023-10-05 11:57:55
"16509",3486,8067,29,12.43,47.9,0.77,2.004,0.586,2.03,3576,3.86,1.31,362,23,50,1025.5,0.5,3.95,15.32,0,53,2023-10-05 11:57:56
"16510",3487,7493,31,12.69,53.14,0.94,2.047,0.669,0,268,-2.55,-0.69,362,23,50,1025.5,0.5,3.96,15.4,0,53,2023-10-05 11:57:57
"16511",3488,6424,36,12.44,58.56,1.17,2.007,0.758,1.99,3574,3.8,1.18,361,23.1,50,1025.5,0.5,3.95,15.4,0,53,2023-10-05 11:57:58
"16512",3489,6965,32,11.96,50.64,0.9,1.928,0.64,0,275,-2.68,-1,361,23.1,50,1025.8,0.5,3.95,15.16,0,53,2023-10-05 11:57:59
"16513",3490,8003,28,12.05,45.57,0.72,1.944,0.553,1.95,3574,3.99,1.06,361,23.1,50,1025.8,0.5,3.95,15.04,0,53,2023-10-05 11:58:00
"16514",3491,7667,31,12.6,51.42,0.88,2.033,0.642,0,276,-2.31,-1.06,361,23.1,50,1025.8,0.5,3.96,15.16,0,53,2023-10-05 11:58:01
"16515",3492,8185,29,12.54,48.13,0.77,2.023,0.588,2.03,3575,3.68,1.25,362,23.1,50,1025.6,0.5,3.95,15.56,0,53,2023-10-05 11:58:02
"16516",3493,6523,35,12.3,56.54,1.1,1.984,0.728,0,273,-2.55,-0.93,363,23.1,50,1025.6,0.499,3.96,15.84,0,53,2023-10-05 11:58:03
"16517",3494,5397,41,12.06,64.23,1.47,1.945,0.842,2.04,3575,3.61,1.5,361,23.1,50,1025.6,0.5,3.95,15.4,0,53,2023-10-05 11:58:04
"16518",3495,6702,35,12.9,60.32,1.2,2.08,0.78,0.01,275,-2.99,-1.06,362,23.1,50,1025.6,0.5,3.96,15.04,0,53,2023-10-05 11:58:05
"16519",3496,6957,37,13.82,66.45,1.36,2.229,0.863,2.02,3575,3.74,1.43,362,23.1,50,1025.6,0.5,3.95,15.12,0,53,2023-10-05 11:58:06
"16520",3497,6672,37,13.33,64.4,1.32,2.149,0.837,0,273,-2.68,-1,362,23.1,50,1025.6,0.5,3.96,15.56,0,53,2023-10-05 11:58:07
"16521",3498,6441,35,12.37,57.8,1.14,1.996,0.747,2.01,3576,3.43,1.37,361,23.1,50,1025.5,0.5,3.95,15.56,0,53,2023-10-05 11:58:08
"16522",3499,6464,35,12.32,57.11,1.12,1.986,0.737,0,269,-2.49,-0.81,362,23.1,50,1025.5,0.5,3.96,15.56,0,53,2023-10-05 11:58:09
"16523",3500,7334,32,12.7,54.24,0.98,2.049,0.687,1.99,3572,3.68,1.18,361,23,50,1025.5,0.5,3.95,15.36,0,53,2023-10-05 11:58:10
"16524",3501,6436,35,12.39,57.98,1.15,1.998,0.75,0,273,-2.8,-0.81,362,23,50,1025.4,0.5,3.95,15.44,0,53,2023-10-05 11:58:11
"16525",3502,6898,34,12.79,57.95,1.11,2.063,0.744,2,3572,3.49,1.31,362,23,50,1025.4,0.5,3.95,15.36,0,53,2023-10-05 11:58:12
"16526",3503,7454,31,12.64,52.97,0.93,2.039,0.667,0,272,-2.62,-0.75,362,23.1,50,1025.4,0.5,3.96,15.16,0,53,2023-10-05 11:58:13
"16527",3504,7562,30,12.38,50.3,0.86,1.996,0.628,1.96,3574,3.43,1.18,362,23.1,50,1025.5,0.5,3.95,15.2,0,53,2023-10-05 11:58:14
"16528",3505,8355,29,13.04,50.88,0.83,2.104,0.625,0,273,-2.31,-0.75,362,23.1,50,1025.5,0.5,3.96,15.4,0,53,2023-10-05 11:58:15
"16529",3506,8444,29,13.27,52.04,0.85,2.14,0.641,1.99,3570,3.61,1.5,361,23.1,50,1025.5,0.5,3.95,15.52,0,53,2023-10-05 11:58:16
"16530",3507,8095,30,12.89,51.13,0.85,2.079,0.633,0,271,-2.43,-0.81,362,23.1,50,1025.5,0.5,3.96,15.48,0,53,2023-10-05 11:58:17
"16531",3508,7256,33,12.97,56.93,1.05,2.092,0.726,2,3574,3.24,1.56,362,23.1,50,1025.5,0.5,3.95,15.52,0,53,2023-10-05 11:58:18
"16532",3509,7126,33,12.68,55.38,1.02,2.045,0.705,0,273,-2.68,-1,362,23.1,50,1025.5,0.5,3.96,14.96,0,53,2023-10-05 11:58:19
"16533",3510,6601,34,12.19,55,1.05,1.966,0.706,1.94,3574,3.93,1.25,362,23.1,50,1025.4,0.5,3.95,15.32,0,53,2023-10-05 11:58:20
"16534",3511,6906,34,12.68,56.92,1.08,2.045,0.73,0,273,-2.74,-1.12,362,23.1,50,1025.4,0.5,3.96,15.28,0,53,2023-10-05 11:58:21
"16535",3512,7231,32,12.65,54.51,0.99,2.041,0.692,2.02,3575,3.55,1.31,361,23.1,50,1025.4,0.5,3.95,15.32,0,53,2023-10-05 11:58:22
"16536",3513,6683,34,12.24,54.86,1.04,1.974,0.703,0,275,-2.93,-0.75,362,23.1,50,1025.5,0.5,3.96,15.4,0,53,2023-10-05 11:58:23
"16537",3514,7639,32,13.31,57.11,1.03,2.147,0.724,1.99,3576,4.36,1.37,362,23.1,50,1025.5,0.499,3.95,15.68,0,53,2023-10-05 11:58:24
"16538",3515,8008,35,15.01,68.59,1.33,2.42,0.883,0,272,-3.3,-0.87,362,23.1,50,1025.5,0.5,3.96,15.52,0,53,2023-10-05 11:58:25
"16539",3516,7748,38,16.16,81.07,1.73,2.606,1.058,2,3574,4.74,1.74,361,23.1,50,1025.5,0.5,3.95,15.24,0,53,2023-10-05 11:58:26
"16540",3517,8025,39,17.12,87.63,1.91,2.762,1.146,0,275,-3.86,-1.37,361,23.1,50,1025.5,0.5,3.96,15.08,0,53,2023-10-05 11:58:27
"16541",3518,8371,38,17.42,87.26,1.86,2.81,1.139,2,3572,5.05,1.99,362,23,50,1025.5,0.5,3.95,15.12,0,53,2023-10-05 11:58:28
"16542",3519,9205,36,17.83,83.91,1.68,2.876,1.086,0,273,-3.36,-1.31,361,23,50,1025.5,0.5,3.95,15.16,0,53,2023-10-05 11:58:29
"16543",3520,8384,39,17.72,89.96,1.95,2.859,1.176,2.04,3576,4.92,1.99,362,23,50,1025.5,0.5,3.95,15.4,0,53,2023-10-05 11:58:30
"16544",3521,8210,39,17.66,91.02,2,2.849,1.191,0,273,-3.49,-1.37,362,23.1,50,1025.5,0.5,3.95,15.28,0,53,2023-10-05 11:58:31
"16545",3522,9190,36,18.08,86.18,1.74,2.915,1.117,2.04,3575,4.42,2.06,361,23.1,50,1025.4,0.5,3.95,15.56,0,53,2023-10-05 11:58:32
"16546",3523,8374,38,17.52,88.09,1.89,2.825,1.15,0,272,-3.3,-1.12,362,23.1,50,1025.4,0.5,3.95,15.44,0,53,2023-10-05 11:58:33
"16547",3524,8353,38,17.19,85.22,1.8,2.772,1.111,1.98,3574,4.49,1.81,362,23.1,50,1025.4,0.5,3.95,15.36,0,53,2023-10-05 11:58:34
"16548",3525,8253,37,16.73,81.9,1.71,2.699,1.066,0,273,-3.24,-1.37,362,23.1,50,1025.6,0.5,3.95,15.48,0,53,2023-10-05 11:58:35
